  Mid_Edge_x   Mid_Edge_y   Num u      Num_u - Exact_u    Num v      Num_v - Exact_v
      0.5719       1.8932      -0.0880       0.0001      -0.4092       0.0002
      0.5568       1.9735      -0.1008      -0.0001      -0.3798      -0.0001
      0.5826       1.9468      -0.1034       0.0000      -0.3972       0.0002
      0.5938       2.0000      -0.1185      -0.0000      -0.3832       0.0002
      0.6304       0.0267       0.0095       0.0002      -0.0004      -0.0001
      0.6563       0.0000       0.0000       0.0000      -0.0000       0.0000
      0.6410       0.0804       0.0288       0.0002      -0.0032      -0.0001
      0.6665       0.0539       0.0205      -0.0001      -0.0014      -0.0000
      0.6510       0.1346       0.0489       0.0001      -0.0088      -0.0002
      0.6764       0.1082       0.0420      -0.0001      -0.0057      -0.0001
      0.6600       0.1896       0.0696       0.0001      -0.0174      -0.0002
      0.6855       0.1631       0.0640      -0.0002      -0.0130      -0.0001
      0.6676       0.2457       0.0905       0.0000      -0.0290      -0.0002
      0.6935       0.2190       0.0864      -0.0002      -0.0233      -0.0001
      0.6737       0.3032       0.1109      -0.0000      -0.0437      -0.0002
      0.7000       0.2760       0.1086      -0.0003      -0.0367      -0.0001
      0.6778       0.3623       0.1303      -0.0001      -0.0616      -0.0002
      0.7049       0.3345       0.1299      -0.0003      -0.0533      -0.0001
      0.6799       0.4230       0.1479      -0.0001      -0.0826      -0.0002
      0.7079       0.3945       0.1497      -0.0003      -0.0731      -0.0001
      0.6799       0.4855       0.1630      -0.0001      -0.1067      -0.0002
      0.7089       0.4561       0.1672      -0.0004      -0.0960      -0.0001
      0.6778       0.5498       0.1750      -0.0001      -0.1336      -0.0002
      0.7079       0.5195       0.1818      -0.0004      -0.1218      -0.0001
      0.6737       0.6157       0.1833      -0.0002      -0.1629      -0.0002
      0.7049       0.5845       0.1928      -0.0004      -0.1503      -0.0001
      0.6676       0.6832       0.1875      -0.0002      -0.1940      -0.0002
      0.7000       0.6510       0.1997      -0.0004      -0.1810      -0.0001
      0.6600       0.7521       0.1874      -0.0002      -0.2263      -0.0002
      0.6935       0.7190       0.2021      -0.0004      -0.2133      -0.0000
      0.6510       0.8221       0.1830      -0.0002      -0.2590      -0.0003
      0.6855       0.7881       0.2000      -0.0004      -0.2464      -0.0000
      0.6410       0.8929       0.1746      -0.0001      -0.2911      -0.0003
      0.6764       0.8582       0.1935      -0.0003      -0.2795      -0.0000
      0.6304       0.9642       0.1626      -0.0001      -0.3217      -0.0003
      0.6665       0.9289       0.1830      -0.0003      -0.3118      -0.0000
      0.6196       1.0358       0.1478      -0.0001      -0.3502      -0.0003
      0.6563       1.0000       0.1690      -0.0003      -0.3423      -0.0000
      0.6090       1.1071       0.1308      -0.0001      -0.3757      -0.0004
      0.6460       1.0711       0.1522      -0.0002      -0.3703      -0.0000
      0.5990       1.1779       0.1124      -0.0001      -0.3978      -0.0004
      0.6361       1.1418       0.1333      -0.0002      -0.3952      -0.0000
      0.5900       1.2479       0.0931      -0.0000      -0.4162      -0.0004
      0.6270       1.2119       0.1131      -0.0001      -0.4165      -0.0000
      0.5824       1.3168       0.0735      -0.0000      -0.4308      -0.0004
      0.6190       1.2810       0.0921      -0.0001      -0.4340      -0.0000
      0.5763       1.3843       0.0541      -0.0000      -0.4417      -0.0004
      0.6125       1.3490       0.0709      -0.0000      -0.4476      -0.0000
      0.5722       1.4502       0.0350       0.0000      -0.4491      -0.0004
      0.6076       1.4155       0.0498      -0.0000      -0.4575       0.0000
      0.5701       1.5145       0.0164       0.0000      -0.4533      -0.0004
      0.6046       1.4805       0.0290       0.0000      -0.4638       0.0000
      0.5701       1.5770      -0.0018       0.0000      -0.4547      -0.0004
      0.6036       1.5439       0.0087       0.0001      -0.4669       0.0001
      0.5722       1.6377      -0.0195       0.0000      -0.4536      -0.0004
      0.6046       1.6055      -0.0111       0.0001      -0.4670       0.0001
      0.5763       1.6968      -0.0370       0.0000      -0.4500      -0.0003
      0.6076       1.6655      -0.0306       0.0001      -0.4644       0.0001
      0.5824       1.7543      -0.0542       0.0000      -0.4443      -0.0003
      0.6125       1.7240      -0.0497       0.0001      -0.4593       0.0002
      0.5900       1.8104      -0.0713       0.0000      -0.4365      -0.0002
      0.6190       1.7810      -0.0686       0.0001      -0.4518       0.0002
      0.5990       1.8654      -0.0883      -0.0000      -0.4266      -0.0002
      0.6270       1.8369      -0.0873       0.0001      -0.4421       0.0002
      0.6090       1.9196      -0.1052      -0.0001      -0.4145      -0.0001
      0.6361       1.8918      -0.1056       0.0001      -0.4301       0.0002
      0.6196       1.9733      -0.1216      -0.0001      -0.4003      -0.0001
      0.6460       1.9461      -0.1236       0.0000      -0.4159       0.0003
      0.6563       2.0000      -0.1409      -0.0000      -0.3994       0.0003
      0.6924       0.0272       0.0113       0.0002      -0.0005      -0.0001
      0.7188       0.0000       0.0000       0.0000      -0.0000       0.0000
      0.7019       0.0817       0.0341       0.0002      -0.0034      -0.0001
      0.7278       0.0550       0.0242      -0.0001      -0.0015      -0.0000
      0.7109       0.1367       0.0576       0.0001      -0.0094      -0.0002
      0.7364       0.1103       0.0492      -0.0001      -0.0061      -0.0001
      0.7190       0.1925       0.0815       0.0001      -0.0183      -0.0002
      0.7444       0.1661       0.0747      -0.0002      -0.0137      -0.0001
      0.7259       0.2493       0.1054       0.0000      -0.0304      -0.0002
      0.7514       0.2228       0.1002      -0.0002      -0.0245      -0.0001
      0.7313       0.3073       0.1285      -0.0000      -0.0457      -0.0002
      0.7571       0.2805       0.1252      -0.0003      -0.0384      -0.0001
      0.7350       0.3667       0.1504      -0.0001      -0.0642      -0.0002
      0.7614       0.3395       0.1491      -0.0003      -0.0555      -0.0001
      0.7369       0.4276       0.1703      -0.0001      -0.0858      -0.0002
      0.7640       0.3998       0.1712      -0.0004      -0.0758      -0.0001
      0.7369       0.4901       0.1874      -0.0001      -0.1105      -0.0002
      0.7649       0.4615       0.1908      -0.0004      -0.0992      -0.0001
      0.7350       0.5542       0.2011      -0.0001      -0.1380      -0.0002
      0.7640       0.5248       0.2071      -0.0004      -0.1255      -0.0001
      0.7313       0.6198       0.2107      -0.0002      -0.1679      -0.0002
      0.7614       0.5895       0.2196      -0.0004      -0.1544      -0.0001
      0.7259       0.6868       0.2159      -0.0002      -0.1998      -0.0002
      0.7571       0.6555       0.2276      -0.0004      -0.1855      -0.0001
      0.7190       0.7550       0.2163      -0.0002      -0.2330      -0.0002
      0.7514       0.7228       0.2308      -0.0004      -0.2183      -0.0000
      0.7109       0.8242       0.2121      -0.0002      -0.2667      -0.0002
      0.7444       0.7911       0.2291      -0.0004      -0.2521      -0.0000
      0.7019       0.8942       0.2034      -0.0001      -0.3000      -0.0003
      0.7364       0.8603       0.2227      -0.0003      -0.2860      -0.0000
      0.6924       0.9647       0.1907      -0.0001      -0.3322      -0.0003
      0.7278       0.9300       0.2117      -0.0003      -0.3192      -0.0000
      0.6826       1.0353       0.1745      -0.0001      -0.3623      -0.0003
      0.7188       1.0000       0.1968      -0.0003      -0.3509      -0.0000
      0.6731       1.1058       0.1557      -0.0001      -0.3897      -0.0003
      0.7097       1.0700       0.1786      -0.0002      -0.3804      -0.0000
      0.6641       1.1758       0.1349      -0.0001      -0.4138      -0.0004
      0.7011       1.1397       0.1578      -0.0002      -0.4069      -0.0000
      0.6560       1.2450       0.1128      -0.0001      -0.4342      -0.0004
      0.6931       1.2089       0.1350      -0.0002      -0.4299      -0.0000
      0.6491       1.3132       0.0900      -0.0000      -0.4507      -0.0004
      0.6861       1.2772       0.1111      -0.0001      -0.4491      -0.0000
      0.6437       1.3802       0.0670      -0.0000      -0.4633      -0.0004
      0.6804       1.3445       0.0865      -0.0001      -0.4644       0.0000
      0.6400       1.4458       0.0441      -0.0000      -0.4720      -0.0004
      0.6761       1.4105       0.0617      -0.0000      -0.4756       0.0000
      0.6381       1.5099       0.0215      -0.0000      -0.4771      -0.0004
      0.6735       1.4752       0.0370       0.0000      -0.4830       0.0001
      0.6381       1.5724      -0.0006      -0.0000      -0.4789      -0.0004
      0.6726       1.5385       0.0126       0.0000      -0.4867       0.0001
      0.6400       1.6333      -0.0222       0.0000      -0.4775      -0.0004
      0.6735       1.6002      -0.0114       0.0001      -0.4870       0.0001
      0.6437       1.6927      -0.0435       0.0000      -0.4733      -0.0003
      0.6761       1.6605      -0.0349       0.0001      -0.4840       0.0001
      0.6491       1.7507      -0.0643      -0.0000      -0.4664      -0.0003
      0.6804       1.7195      -0.0579       0.0001      -0.4781       0.0002
      0.6560       1.8075      -0.0848      -0.0000      -0.4570      -0.0002
      0.6861       1.7772      -0.0804       0.0001      -0.4694       0.0002
      0.6641       1.8633      -0.1049      -0.0000      -0.4452      -0.0002
      0.6931       1.8339      -0.1024       0.0001      -0.4580       0.0002
      0.6731       1.9183      -0.1245      -0.0001      -0.4310      -0.0001
      0.7011       1.8897      -0.1238       0.0001      -0.4442       0.0002
      0.6826       1.9728      -0.1434      -0.0001      -0.4146      -0.0001
      0.7097       1.9450      -0.1445       0.0000      -0.4280       0.0003
      0.7188       2.0000      -0.1641      -0.0000      -0.4095       0.0003
      0.7541       0.0278       0.0133       0.0003      -0.0005      -0.0001
      0.7813       0.0000       0.0000       0.0000      -0.0000       0.0000
      0.7623       0.0835       0.0398       0.0002      -0.0036      -0.0001
      0.7886       0.0563       0.0282      -0.0001      -0.0016      -0.0000
      0.7699       0.1397       0.0669       0.0001      -0.0099      -0.0002
      0.7957       0.1129       0.0570      -0.0001      -0.0064      -0.0001
      0.7768       0.1964       0.0941       0.0001      -0.0192      -0.0002
      0.8023       0.1700       0.0860      -0.0002      -0.0144      -0.0001
      0.7826       0.2541       0.1210       0.0000      -0.0318      -0.0002
      0.8080       0.2277       0.1147      -0.0003      -0.0256      -0.0001
      0.7872       0.3127       0.1469      -0.0000      -0.0476      -0.0002
      0.8127       0.2863       0.1425      -0.0003      -0.0399      -0.0001
      0.7904       0.3726       0.1711      -0.0001      -0.0665      -0.0002
      0.8162       0.3458       0.1689      -0.0004      -0.0575      -0.0001
      0.7920       0.4337       0.1931      -0.0001      -0.0885      -0.0002
      0.8184       0.4065       0.1932      -0.0004      -0.0781      -0.0001
      0.7920       0.4962       0.2120      -0.0001      -0.1136      -0.0002
      0.8191       0.4684       0.2146      -0.0004      -0.1018      -0.0001
      0.7904       0.5601       0.2271      -0.0002      -0.1413      -0.0002
      0.8184       0.5315       0.2325      -0.0004      -0.1283      -0.0001
      0.7872       0.6252       0.2380      -0.0002      -0.1715      -0.0002
      0.8162       0.5958       0.2462      -0.0004      -0.1572      -0.0001
      0.7826       0.6916       0.2441      -0.0002      -0.2036      -0.0002
      0.8127       0.6613       0.2552      -0.0004      -0.1883      -0.0001
      0.7768       0.7589       0.2452      -0.0002      -0.2370      -0.0002
      0.8080       0.7277       0.2592      -0.0004      -0.2210      -0.0000
      0.7699       0.8272       0.2413      -0.0001      -0.2709      -0.0002
      0.8023       0.7950       0.2580      -0.0004      -0.2547      -0.0000
      0.7623       0.8960       0.2325      -0.0001      -0.3048      -0.0002
      0.7957       0.8629       0.2518      -0.0003      -0.2886      -0.0000
      0.7541       0.9653       0.2193      -0.0001      -0.3376      -0.0003
      0.7886       0.9313       0.2407      -0.0003      -0.3219      -0.0000
      0.7459       1.0347       0.2021      -0.0001      -0.3687      -0.0003
      0.7813       1.0000       0.2252      -0.0003      -0.3540      -0.0000
      0.7377       1.1040       0.1817      -0.0001      -0.3972      -0.0003
      0.7739       1.0687       0.2058      -0.0002      -0.3841      -0.0000
      0.7301       1.1728       0.1588      -0.0001      -0.4227      -0.0003
      0.7668       1.1371       0.1834      -0.0002      -0.4114       0.0000
      0.7232       1.2411       0.1341      -0.0001      -0.4445      -0.0004
      0.7602       1.2050       0.1584      -0.0002      -0.4355       0.0000
      0.7174       1.3084       0.1082      -0.0001      -0.4625      -0.0004
      0.7545       1.2723       0.1317      -0.0001      -0.4559       0.0000
      0.7128       1.3748       0.0816      -0.0001      -0.4764      -0.0004
      0.7498       1.3387       0.1039      -0.0001      -0.4723       0.0000
      0.7096       1.4399       0.0549      -0.0000      -0.4863      -0.0004
      0.7463       1.4042       0.0753      -0.0000      -0.4847       0.0001
      0.7080       1.5038       0.0282      -0.0000      -0.4922      -0.0004
      0.7441       1.4685       0.0466      -0.0000      -0.4930       0.0001
      0.7080       1.5663       0.0019      -0.0000      -0.4944      -0.0004
      0.7434       1.5316       0.0180       0.0000      -0.4974       0.0001
      0.7096       1.6274      -0.0240      -0.0000      -0.4931      -0.0004
      0.7441       1.5935      -0.0103       0.0000      -0.4979       0.0001
      0.7128       1.6873      -0.0494      -0.0000      -0.4884      -0.0003
      0.7463       1.6542      -0.0382       0.0001      -0.4949       0.0001
      0.7174       1.7459      -0.0742      -0.0000      -0.4806      -0.0003
      0.7498       1.7137      -0.0654       0.0001      -0.4884       0.0002
      0.7232       1.8036      -0.0984      -0.0001      -0.4700      -0.0002
      0.7545       1.7723      -0.0919       0.0001      -0.4788       0.0002
      0.7301       1.8603      -0.1218      -0.0001      -0.4566      -0.0002
      0.7602       1.8300      -0.1176       0.0001      -0.4663       0.0002
      0.7377       1.9165      -0.1443      -0.0001      -0.4407      -0.0001
      0.7668       1.8871      -0.1422       0.0000      -0.4511       0.0002
      0.7459       1.9722      -0.1657      -0.0001      -0.4224      -0.0000
      0.7739       1.9437      -0.1657       0.0000      -0.4333       0.0003
      0.7813       2.0000      -0.1876      -0.0000      -0.4131       0.0003
      0.8158       0.0285       0.0154       0.0003      -0.0005      -0.0001
      0.8438       0.0000       0.0000       0.0000      -0.0000       0.0000
      0.8221       0.0857       0.0460       0.0002      -0.0038      -0.0001
      0.8492       0.0579       0.0325      -0.0001      -0.0017      -0.0000
      0.8281       0.1432       0.0768       0.0001      -0.0103      -0.0002
      0.8545       0.1160       0.0653      -0.0002      -0.0067      -0.0001
      0.8335       0.2012       0.1074       0.0001      -0.0201      -0.0002
      0.8594       0.1745       0.0978      -0.0002      -0.0150      -0.0001
      0.8381       0.2599       0.1372      -0.0000      -0.0331      -0.0002
      0.8637       0.2334       0.1298      -0.0003      -0.0265      -0.0001
      0.8418       0.3194       0.1658      -0.0001      -0.0492      -0.0002
      0.8672       0.2930       0.1604      -0.0003      -0.0413      -0.0001
      0.8442       0.3798       0.1923      -0.0001      -0.0685      -0.0002
      0.8698       0.3533       0.1892      -0.0004      -0.0591      -0.0001
      0.8455       0.4412       0.2161      -0.0001      -0.0908      -0.0002
      0.8714       0.4145       0.2154      -0.0004      -0.0800      -0.0001
      0.8455       0.5037       0.2366      -0.0002      -0.1159      -0.0002
      0.8719       0.4765       0.2385      -0.0004      -0.1037      -0.0001
      0.8442       0.5673       0.2530      -0.0002      -0.1436      -0.0002
      0.8714       0.5395       0.2576      -0.0004      -0.1301      -0.0001
      0.8418       0.6319       0.2649      -0.0002      -0.1735      -0.0002
      0.8698       0.6033       0.2724      -0.0004      -0.1588      -0.0001
      0.8381       0.6974       0.2719      -0.0002      -0.2053      -0.0002
      0.8672       0.6680       0.2823      -0.0004      -0.1893      -0.0001
      0.8335       0.7637       0.2736      -0.0002      -0.2383      -0.0002
      0.8637       0.7334       0.2870      -0.0004      -0.2214      -0.0000
      0.8281       0.8307       0.2701      -0.0001      -0.2718      -0.0002
      0.8594       0.7995       0.2864      -0.0004      -0.2542      -0.0000
      0.8221       0.8982       0.2614      -0.0001      -0.3053      -0.0002
      0.8545       0.8660       0.2804      -0.0003      -0.2874      -0.0000
      0.8158       0.9660       0.2479      -0.0001      -0.3380      -0.0002
      0.8492       0.9329       0.2693      -0.0003      -0.3201       0.0000
      0.8092       1.0340       0.2301      -0.0001      -0.3691      -0.0002
      0.8438       1.0000       0.2535      -0.0003      -0.3516       0.0000
      0.8029       1.1018       0.2086      -0.0001      -0.3979      -0.0003
      0.8383       1.0671       0.2334      -0.0002      -0.3813       0.0000
      0.7969       1.1693       0.1839      -0.0001      -0.4238      -0.0003
      0.8330       1.1340       0.2097      -0.0002      -0.4086       0.0000
      0.7915       1.2363       0.1569      -0.0001      -0.4464      -0.0003
      0.8281       1.2005       0.1829      -0.0002      -0.4329       0.0000
      0.7869       1.3026       0.1281      -0.0001      -0.4653      -0.0004
      0.8238       1.2666       0.1537      -0.0001      -0.4537       0.0001
      0.7832       1.3681       0.0981      -0.0001      -0.4801      -0.0004
      0.8203       1.3320       0.1228      -0.0001      -0.4708       0.0001
      0.7808       1.4327       0.0675      -0.0001      -0.4909      -0.0004
      0.8177       1.3967       0.0908      -0.0001      -0.4839       0.0001
      0.7795       1.4963       0.0366      -0.0001      -0.4976      -0.0004
      0.8161       1.4605       0.0580      -0.0000      -0.4929       0.0001
      0.7795       1.5588       0.0059      -0.0001      -0.5003      -0.0004
      0.8156       1.5235       0.0251      -0.0000      -0.4979       0.0001
      0.7808       1.6202      -0.0245      -0.0001      -0.4991      -0.0004
      0.8161       1.5855      -0.0078       0.0000      -0.4988       0.0001
      0.7832       1.6806      -0.0543      -0.0001      -0.4943      -0.0003
      0.8177       1.6467      -0.0402       0.0000      -0.4959       0.0002
      0.7869       1.7401      -0.0834      -0.0001      -0.4861      -0.0003
      0.8203       1.7070      -0.0719       0.0001      -0.4894       0.0002
      0.7915       1.7988      -0.1115      -0.0001      -0.4746      -0.0002
      0.8238       1.7666      -0.1027       0.0001      -0.4794       0.0002
      0.7969       1.8568      -0.1385      -0.0001      -0.4602      -0.0001
      0.8281       1.8255      -0.1323       0.0001      -0.4663       0.0002
      0.8029       1.9143      -0.1642      -0.0001      -0.4431      -0.0001
      0.8330       1.8840      -0.1604       0.0000      -0.4502       0.0003
      0.8092       1.9715      -0.1883      -0.0001      -0.4235      -0.0000
      0.8383       1.9421      -0.1868       0.0000      -0.4315       0.0003
      0.8438       2.0000      -0.2112       0.0000      -0.4103       0.0003
      0.8772       0.0294       0.0177       0.0003      -0.0005      -0.0001
      0.9063       0.0000       0.0000       0.0000      -0.0000       0.0000
      0.8816       0.0882       0.0525       0.0002      -0.0039      -0.0001
      0.9096       0.0597       0.0370      -0.0001      -0.0018      -0.0000
      0.8858       0.1473       0.0872       0.0001      -0.0107      -0.0002
      0.9129       0.1195       0.0739      -0.0002      -0.0069      -0.0001
      0.8895       0.2067       0.1212       0.0000      -0.0208      -0.0002
      0.9159       0.1795       0.1102      -0.0003      -0.0155      -0.0001
      0.8927       0.2665       0.1541      -0.0000      -0.0341      -0.0002
      0.9185       0.2398       0.1454      -0.0003      -0.0273      -0.0001
      0.8952       0.3270       0.1851      -0.0001      -0.0506      -0.0002
      0.9207       0.3005       0.1788      -0.0004      -0.0423      -0.0001
      0.8969       0.3880       0.2137      -0.0001      -0.0700      -0.0002
      0.9223       0.3617       0.2098      -0.0004      -0.0604      -0.0001
      0.8977       0.4498       0.2392      -0.0002      -0.0924      -0.0002
      0.9233       0.4233       0.2378      -0.0004      -0.0813      -0.0001
      0.8977       0.5123       0.2611      -0.0002      -0.1173      -0.0002
      0.9236       0.4856       0.2623      -0.0004      -0.1049      -0.0001
      0.8969       0.5755       0.2786      -0.0002      -0.1447      -0.0002
      0.9233       0.5483       0.2825      -0.0004      -0.1308      -0.0001
      0.8952       0.6395       0.2914      -0.0002      -0.1740      -0.0002
      0.9223       0.6117       0.2982      -0.0004      -0.1588      -0.0001
      0.8927       0.7040       0.2990      -0.0002      -0.2049      -0.0002
      0.9207       0.6755       0.3088      -0.0004      -0.1884      -0.0001
      0.8895       0.7692       0.3014      -0.0002      -0.2368      -0.0002
      0.9185       0.7398       0.3141      -0.0004      -0.2193      -0.0000
      0.8858       0.8348       0.2983      -0.0001      -0.2693      -0.0002
      0.9159       0.8045       0.3139      -0.0004      -0.2508      -0.0000
      0.8816       0.9007       0.2898      -0.0001      -0.3017      -0.0002
      0.9129       0.8695       0.3083      -0.0003      -0.2824       0.0000
      0.8772       0.9669       0.2763      -0.0001      -0.3333      -0.0002
      0.9096       0.9347       0.2974      -0.0003      -0.3136       0.0000
      0.8728       1.0331       0.2581      -0.0001      -0.3635      -0.0002
      0.9063       1.0000       0.2815      -0.0003      -0.3437       0.0000
      0.8684       1.0993       0.2357      -0.0001      -0.3916      -0.0002
      0.9029       1.0653       0.2609      -0.0003      -0.3722       0.0000
      0.8642       1.1652       0.2097      -0.0001      -0.4172      -0.0003
      0.8996       1.1305       0.2362      -0.0002      -0.3985       0.0001
      0.8605       1.2308       0.1806      -0.0001      -0.4397      -0.0003
      0.8966       1.1955       0.2079      -0.0002      -0.4221       0.0001
      0.8573       1.2960       0.1492      -0.0001      -0.4587      -0.0003
      0.8940       1.2602       0.1767      -0.0002      -0.4426       0.0001
      0.8548       1.3605       0.1161      -0.0001      -0.4740      -0.0004
      0.8918       1.3245       0.1431      -0.0001      -0.4596       0.0001
      0.8531       1.4245       0.0818      -0.0001      -0.4853      -0.0004
      0.8902       1.3883       0.1077      -0.0001      -0.4728       0.0001
      0.8523       1.4877       0.0468      -0.0001      -0.4925      -0.0004
      0.8892       1.4517       0.0711      -0.0001      -0.4822       0.0001
      0.8523       1.5502       0.0116      -0.0001      -0.4957      -0.0004
      0.8889       1.5144       0.0339      -0.0000      -0.4876       0.0001
      0.8531       1.6120      -0.0235      -0.0001      -0.4949      -0.0003
      0.8892       1.5767      -0.0036      -0.0000      -0.4891       0.0002
      0.8548       1.6730      -0.0579      -0.0001      -0.4903      -0.0003
      0.8902       1.6383      -0.0407       0.0000      -0.4866       0.0002
      0.8573       1.7335      -0.0915      -0.0001      -0.4821      -0.0002
      0.8918       1.6995      -0.0771       0.0000      -0.4805       0.0002
      0.8605       1.7933      -0.1239      -0.0001      -0.4705      -0.0002
      0.8940       1.7602      -0.1123       0.0000      -0.4707       0.0002
      0.8642       1.8527      -0.1547      -0.0001      -0.4557      -0.0001
      0.8966       1.8205      -0.1461       0.0000      -0.4577       0.0002
      0.8684       1.9118      -0.1837      -0.0001      -0.4381      -0.0001
      0.8996       1.8805      -0.1780       0.0000      -0.4415       0.0002
      0.8728       1.9706      -0.2106      -0.0001      -0.4178      -0.0000
      0.9029       1.9403      -0.2076       0.0000      -0.4226       0.0003
      0.9063       2.0000      -0.2345       0.0000      -0.4011       0.0003
      0.9386       0.0303       0.0200       0.0003      -0.0005      -0.0001
      0.9688       0.0000       0.0000       0.0000      -0.0000       0.0000
      0.9409       0.0909       0.0593       0.0002      -0.0040      -0.0001
      0.9699       0.0615       0.0417      -0.0001      -0.0018      -0.0000
      0.9430       0.1517       0.0979       0.0001      -0.0110      -0.0002
      0.9710       0.1231       0.0829      -0.0002      -0.0071      -0.0001
      0.9449       0.2126       0.1355       0.0000      -0.0213      -0.0002
      0.9720       0.1848       0.1230      -0.0003      -0.0158      -0.0001
      0.9465       0.2737       0.1713      -0.0000      -0.0349      -0.0002
      0.9729       0.2466       0.1613      -0.0003      -0.0278      -0.0001
      0.9478       0.3352       0.2048      -0.0001      -0.0515      -0.0002
      0.9736       0.3084       0.1974      -0.0004      -0.0430      -0.0001
      0.9486       0.3970       0.2353      -0.0001      -0.0710      -0.0002
      0.9742       0.3705       0.2305      -0.0004      -0.0611      -0.0001
      0.9491       0.4591       0.2623      -0.0002      -0.0932      -0.0002
      0.9745       0.4327       0.2602      -0.0004      -0.0818      -0.0001
      0.9491       0.5216       0.2853      -0.0002      -0.1178      -0.0002
      0.9746       0.4951       0.2858      -0.0004      -0.1050      -0.0001
      0.9486       0.5845       0.3037      -0.0002      -0.1444      -0.0002
      0.9745       0.5577       0.3070      -0.0004      -0.1302      -0.0001
      0.9478       0.6477       0.3172      -0.0002      -0.1727      -0.0002
      0.9742       0.6205       0.3233      -0.0004      -0.1572      -0.0001
      0.9465       0.7112       0.3254      -0.0002      -0.2023      -0.0002
      0.9736       0.6834       0.3344      -0.0004      -0.1855      -0.0001
      0.9449       0.7751       0.3282      -0.0002      -0.2327      -0.0002
      0.9729       0.7466       0.3402      -0.0004      -0.2146      -0.0000
      0.9430       0.8392       0.3255      -0.0001      -0.2634      -0.0002
      0.9720       0.8098       0.3404      -0.0004      -0.2441      -0.0000
      0.9409       0.9034       0.3173      -0.0001      -0.2938      -0.0002
      0.9710       0.8731       0.3351      -0.0003      -0.2736       0.0000
      0.9386       0.9678       0.3039      -0.0001      -0.3236      -0.0002
      0.9699       0.9365       0.3244      -0.0003      -0.3026       0.0000
      0.9364       1.0322       0.2855      -0.0001      -0.3520      -0.0002
      0.9688       1.0000       0.3085      -0.0003      -0.3304       0.0001
      0.9341       1.0966       0.2626      -0.0001      -0.3786      -0.0002
      0.9676       1.0635       0.2877      -0.0003      -0.3568       0.0001
      0.9320       1.1608       0.2355      -0.0001      -0.4028      -0.0002
      0.9665       1.1269       0.2624      -0.0002      -0.3812       0.0001
      0.9301       1.2249       0.2049      -0.0001      -0.4244      -0.0003
      0.9655       1.1902       0.2330      -0.0002      -0.4032       0.0001
      0.9285       1.2888       0.1713      -0.0001      -0.4428      -0.0003
      0.9646       1.2534       0.2001      -0.0002      -0.4225       0.0001
      0.9272       1.3523       0.1353      -0.0001      -0.4578      -0.0003
      0.9639       1.3166       0.1641      -0.0002      -0.4387       0.0001
      0.9264       1.4155       0.0975      -0.0001      -0.4691      -0.0003
      0.9633       1.3795       0.1257      -0.0001      -0.4516       0.0001
      0.9259       1.4784       0.0585      -0.0001      -0.4766      -0.0003
      0.9630       1.4423       0.0856      -0.0001      -0.4609       0.0001
      0.9259       1.5409       0.0189      -0.0001      -0.4803      -0.0003
      0.9629       1.5049       0.0442      -0.0001      -0.4666       0.0002
      0.9264       1.6030      -0.0207      -0.0001      -0.4801      -0.0003
      0.9630       1.5673       0.0023      -0.0000      -0.4686       0.0002
      0.9272       1.6648      -0.0600      -0.0002      -0.4761      -0.0003
      0.9633       1.6295      -0.0395      -0.0000      -0.4669       0.0002
      0.9285       1.7263      -0.0982      -0.0002      -0.4684      -0.0002
      0.9639       1.6916      -0.0807      -0.0000      -0.4615       0.0002
      0.9301       1.7874      -0.1351      -0.0002      -0.4572      -0.0002
      0.9646       1.7534      -0.1206       0.0000      -0.4526       0.0002
      0.9320       1.8483      -0.1700      -0.0001      -0.4428      -0.0001
      0.9655       1.8152      -0.1588       0.0000      -0.4403       0.0002
      0.9341       1.9091      -0.2025      -0.0001      -0.4255      -0.0001
      0.9665       1.8769      -0.1945       0.0000      -0.4249       0.0002
      0.9364       1.9697      -0.2323      -0.0001      -0.4054      -0.0000
      0.9676       1.9385      -0.2274       0.0000      -0.4066       0.0003
      0.9688       2.0000      -0.2570       0.0000      -0.3857       0.0003
      1.0000       0.0313       0.0225       0.0003      -0.0005      -0.0000
      1.0313       0.0000       0.0000       0.0000      -0.0000       0.0000
      1.0000       0.0938       0.0662       0.0002      -0.0041      -0.0001
      1.0301       0.0635       0.0464      -0.0001      -0.0018      -0.0000
      1.0000       0.1563       0.1089       0.0001      -0.0111      -0.0001
      1.0290       0.1269       0.0919      -0.0002      -0.0071      -0.0001
      1.0000       0.2188       0.1500       0.0000      -0.0216      -0.0002
      1.0280       0.1902       0.1358      -0.0003      -0.0159      -0.0001
      1.0000       0.2813       0.1887      -0.0001      -0.0352      -0.0002
      1.0271       0.2534       0.1774      -0.0004      -0.0279      -0.0001
      1.0000       0.3438       0.2246      -0.0001      -0.0518      -0.0002
      1.0264       0.3166       0.2161      -0.0004      -0.0430      -0.0001
      1.0000       0.4063       0.2569      -0.0002      -0.0712      -0.0002
      1.0258       0.3795       0.2512      -0.0004      -0.0609      -0.0001
      1.0000       0.4688       0.2852      -0.0002      -0.0930      -0.0002
      1.0255       0.4423       0.2823      -0.0004      -0.0813      -0.0001
      1.0000       0.5313       0.3091      -0.0002      -0.1169      -0.0002
      1.0254       0.5049       0.3090      -0.0004      -0.1039      -0.0001
      1.0000       0.5938       0.3282      -0.0002      -0.1425      -0.0002
